date,regime,active,VIX,VVIX,NDX_SPY_RS_20d,SOXL_5d_ret,vix_scale,vvix_scale,ndx_scale,k_final,vvix_gate_active
2010-05-25,BEAR,yangbyungi,34.61000061035156,119.36000061035156,-0.005510952694670945,-0.04356660232257814,0.577867658113192,0.7540214438654644,0.8,0.22657679508550507,True
2010-05-26,BEAR,yangbyungi,35.02000045776367,115.68000030517578,-0.003210884656960178,-0.06333317894688939,0.571102219833528,0.7780082967027205,0.8,0.23104757795382944,True
2010-05-27,BEAR,yangbyungi,29.68000030517578,107.63999938964844,-0.005053134892401445,0.1750149481599912,0.673854440510645,1.0,0.8,0.35040430906553544,False
2010-05-28,NEUTRAL,longbyungi,32.06999969482422,110.12999725341797,0.005820347965202366,0.049926169873238946,0.6236358026292032,1.0,1.0,0.40536327170898206,False
2010-06-01,BEAR,yangbyungi,35.540000915527344,109.91999816894531,0.010936306433583454,0.03979037389125084,0.56274618696653,1.0,1.0,0.3657850215282445,False
2010-06-02,BEAR,yangbyungi,30.170000076293945,98.0199966430664,0.01681552899832628,0.12548962113238682,0.6629101739948282,1.0,1.0,0.43089161309663837,False
2010-06-03,BEAR,yangbyungi,29.459999084472656,95.61000061035156,0.02145785497594166,0.1746512262898181,0.6788866470312046,1.0,1.0,0.441276320570283,False
2010-06-04,NEUTRAL,longbyungi,35.47999954223633,103.30999755859375,0.022839604086941856,-0.11315690036247483,0.563697865220981,0.871164477077402,1.0,0.31919781139017445,True
2010-06-07,BEAR,yangbyungi,36.56999969482422,102.76000213623047,0.02545330374616106,-0.17224167352936215,0.5468963677030223,0.8758271518979306,1.0,0.31134134727062995,True
2010-06-08,BEAR,yangbyungi,33.70000076293945,101.79000091552734,0.007084894094168126,-0.1216251569860961,0.5934717966533221,0.8841732900139029,1.0,0.3410757421353293,True
2010-06-09,BEAR,yangbyungi,33.72999954223633,111.7699966430664,0.0012848378685668127,-0.222191543893978,0.5929439748422238,0.8052250398415226,1.0,0.3103446682479783,True
2010-06-10,BEAR,yangbyungi,30.56999969482422,108.61000061035156,-0.003202150585572494,-0.16856061322899296,0.654236185791856,0.828652973890345,0.8,0.2819100757112109,True
2010-06-11,BEAR,yangbyungi,28.790000915527344,103.69000244140625,0.004059762993302574,-0.003265341987002568,0.6946856326500975,0.8679718186992784,1.0,0.3919289087971166,True
2010-06-14,NEUTRAL,longbyungi,28.579999923706055,99.91999816894531,0.006393170608861354,0.14328657613848161,0.6997900648491863,1.0,1.0,0.4548635421519711,False
2010-06-15,NEUTRAL,longbyungi,25.8700008392334,99.0,0.007865754669410752,0.34853088740507343,0.7730962254036269,1.0,1.0,0.5025125465123574,False
2010-06-16,NEUTRAL,longbyungi,25.920000076293945,93.66999816894531,0.013639132666618092,0.39489983807552465,0.7716049360004327,1.0,1.0,0.5015432084002812,False
2010-06-17,NEUTRAL,longbyungi,25.049999237060547,89.6500015258789,0.016416797628179713,0.24868076756916047,0.7984032179294737,1.0,1.0,0.5189620916541579,False
2010-06-18,NEUTRAL,longbyungi,23.950000762939453,92.36000061035156,0.023110851387904363,0.189342193225849,0.835073042291851,1.0,1.0,0.5427974774897032,False
2010-06-21,NEUTRAL,longbyungi,24.8799991607666,96.01000213623047,0.018615234414856907,0.13613846748887992,0.803858548015472,1.0,1.0,0.5225080562100568,False
2010-06-22,NEUTRAL,longbyungi,27.049999237060547,101.6500015258789,0.01836465241002916,-0.07738537032397974,0.7393715550497497,0.8853910344220413,1.0,0.42551141486602523,True
2010-06-23,BEAR,yangbyungi,26.90999984741211,98.93000030517578,0.01902532273437796,-0.08201671626748364,0.7432181387367555,0.9097341526571431,1.0,0.43948510039401584,True
2010-06-24,BEAR,yangbyungi,29.739999771118164,103.69000244140625,0.024396208624131166,-0.1566385881535315,0.6724949614634123,0.8679718186992784,1.0,0.37940933859887443,True
2010-06-25,BEAR,yangbyungi,28.530000686645508,97.51000213623047,0.013457152117089644,-0.14818432373475765,0.7010164570154294,0.9229822380094065,1.0,0.42056672994539185,True
2010-06-28,BEAR,yangbyungi,29.0,99.01000213623047,0.008112100714813053,-0.1146834438708465,0.6896551724137931,0.9089990713884304,1.0,0.4074823423465378,True
2010-06-29,BEAR,yangbyungi,34.130001068115234,104.0,-0.008053907352345457,-0.19272476799087024,0.5859947077084713,0.8653846153846154,0.8,0.2636976184688121,True
2010-06-30,BEAR,yangbyungi,34.540000915527344,105.16000366210938,-0.010988833131378217,-0.23842751834239218,0.5790387802511339,0.8558386921436393,0.8,0.2576931720431009,True
2010-07-01,BEAR,yangbyungi,32.86000061035156,100.69000244140625,-0.014278870672899346,-0.1624405332622577,0.6086427154143021,0.8938325336954183,0.8,0.28289282342569305,True
2010-07-02,BEAR,yangbyungi,30.1200008392334,97.19000244140625,-0.013956893465483566,-0.1754332911949925,0.6640106056686628,0.9260211723346653,0.8,0.31974169734205204,True
2010-07-06,BEAR,yangbyungi,29.649999618530273,97.58000183105469,-0.010732877155619436,-0.1864653922379229,0.6745362650021978,0.9223201302642079,0.8,0.3235119554184749,True
